relpath,district,split,speaker_id
Khulna/khl379.wav,Khulna,train,khu_0020
Khulna/khl38.wav,Khulna,val,khu_0003
Khulna/khl380.wav,Khulna,train,khu_0020
Khulna/khl381.wav,Khulna,train,khu_0020
Khulna/khl382.wav,Khulna,train,khu_0020
Khulna/khl383.wav,Khulna,train,khu_0020
Khulna/khl384.wav,Khulna,train,khu_0020
Khulna/khl385.wav,Khulna,train,khu_0020
Khulna/khl386.wav,Khulna,train,khu_0020
Khulna/khl387.wav,Khulna,train,khu_0028
Khulna/khl388.wav,Khulna,train,khu_0028
Khulna/khl389.wav,Khulna,train,khu_0020
Khulna/khl39.wav,Khulna,train,khu_0020
Khulna/khl390.wav,Khulna,train,khu_0020
Khulna/khl391.wav,Khulna,train,khu_0020
Khulna/khl392.wav,Khulna,train,khu_0020
Khulna/khl393.wav,Khulna,train,khu_0020
Khulna/khl394.wav,Khulna,train,khu_0018
Khulna/khl395.wav,Khulna,train,khu_0020
Khulna/khl396.wav,Khulna,train,khu_0020
Khulna/khl397.wav,Khulna,train,khu_0020
Khulna/khl398.wav,Khulna,train,khu_0020
Khulna/khl399.wav,Khulna,train,khu_0018
Khulna/khl4.wav,Khulna,test,khu_0008
Khulna/khl40.wav,Khulna,train,khu_0020
Khulna/khl400.wav,Khulna,train,khu_0020
Khulna/khl401.wav,Khulna,train,khu_0020
Khulna/khl402.wav,Khulna,train,khu_0020
Khulna/khl403.wav,Khulna,train,khu_0020
Khulna/khl404.wav,Khulna,train,khu_0020
Khulna/khl405.wav,Khulna,train,khu_0020
Khulna/khl406.wav,Khulna,train,khu_0020
Khulna/khl407.wav,Khulna,train,khu_0020
Khulna/khl408.wav,Khulna,train,khu_0020
Khulna/khl409.wav,Khulna,train,khu_0020
Khulna/khl41.wav,Khulna,train,khu_0020
Khulna/khl410.wav,Khulna,train,khu_0020
Khulna/khl411.wav,Khulna,train,khu_0020
Khulna/khl412.wav,Khulna,train,khu_0020
Khulna/khl413.wav,Khulna,train,khu_0020
Khulna/khl414.wav,Khulna,train,khu_0020
Khulna/khl415.wav,Khulna,train,khu_0020
Khulna/khl416.wav,Khulna,train,khu_0020
Khulna/khl417.wav,Khulna,train,khu_0018
Khulna/khl418.wav,Khulna,train,khu_0020
Khulna/khl419.wav,Khulna,train,khu_0020
Khulna/khl42.wav,Khulna,train,khu_0020
Khulna/khl420.wav,Khulna,train,khu_0020
Khulna/khl421.wav,Khulna,train,khu_0018
Khulna/khl422.wav,Khulna,train,khu_0020
Khulna/khl423.wav,Khulna,train,khu_0081
Khulna/khl424.wav,Khulna,train,khu_0025
Khulna/khl425.wav,Khulna,train,khu_0012
Khulna/khl426.wav,Khulna,train,khu_0025
Khulna/khl427.wav,Khulna,train,khu_0025
Khulna/khl428.wav,Khulna,test,khu_0052
Khulna/khl429.wav,Khulna,train,khu_0006
Khulna/khl43.wav,Khulna,train,khu_0020
Khulna/khl430.wav,Khulna,train,khu_0006
Khulna/khl431.wav,Khulna,train,khu_0006
Khulna/khl432.wav,Khulna,train,khu_0006
Khulna/khl433.wav,Khulna,train,khu_0006
Khulna/khl434.wav,Khulna,train,khu_0062
Khulna/khl435.wav,Khulna,test,khu_0009
Khulna/khl436.wav,Khulna,train,khu_0060
Khulna/khl437.wav,Khulna,train,khu_0023
Khulna/khl438.wav,Khulna,train,khu_0006
Khulna/khl439.wav,Khulna,train,khu_0060
Khulna/khl44.wav,Khulna,train,khu_0020
Khulna/khl440.wav,Khulna,train,khu_0023
Khulna/khl441.wav,Khulna,train,khu_0006
Khulna/khl442.wav,Khulna,train,khu_0006
Khulna/khl443.wav,Khulna,train,khu_0006
Khulna/khl444.wav,Khulna,train,khu_0006
Khulna/khl445.wav,Khulna,train,khu_0006
Khulna/khl446.wav,Khulna,train,khu_0006
Khulna/khl447.wav,Khulna,train,khu_0006
Khulna/khl448.wav,Khulna,train,khu_0006
Khulna/khl449.wav,Khulna,train,khu_0006
Khulna/khl45.wav,Khulna,train,khu_0020
Khulna/khl450.wav,Khulna,train,khu_0006
Khulna/khl451.wav,Khulna,train,khu_0006
Khulna/khl452.wav,Khulna,test,khu_0008
Khulna/khl453.wav,Khulna,train,khu_0006
Khulna/khl454.wav,Khulna,train,khu_0006
Khulna/khl455.wav,Khulna,train,khu_0006
Khulna/khl456.wav,Khulna,train,khu_0006
Khulna/khl457.wav,Khulna,train,khu_0006
Khulna/khl458.wav,Khulna,train,khu_0006
Khulna/khl459.wav,Khulna,train,khu_0006
Khulna/khl46.wav,Khulna,train,khu_0020
Khulna/khl460.wav,Khulna,train,khu_0006
Khulna/khl461.wav,Khulna,train,khu_0006
Khulna/khl462.wav,Khulna,train,khu_0006
Khulna/khl463.wav,Khulna,train,khu_0006
Khulna/khl464.wav,Khulna,train,khu_0062
Khulna/khl465.wav,Khulna,train,khu_0006
Khulna/khl466.wav,Khulna,train,khu_0006
Khulna/khl467.wav,Khulna,train,khu_0006
Khulna/khl468.wav,Khulna,train,khu_0075
Khulna/khl469.wav,Khulna,train,khu_0006
Khulna/khl47.wav,Khulna,train,khu_0020
Khulna/khl470.wav,Khulna,train,khu_0006
Khulna/khl471.wav,Khulna,train,khu_0006
Khulna/khl472.wav,Khulna,train,khu_0043
Khulna/khl473.wav,Khulna,train,khu_0043
Khulna/khl474.wav,Khulna,train,khu_0037
Khulna/khl475.wav,Khulna,train,khu_0006
Khulna/khl476.wav,Khulna,train,khu_0006
Khulna/khl477.wav,Khulna,train,khu_0006
Khulna/khl478.wav,Khulna,train,khu_0006
Khulna/khl479.wav,Khulna,test,khu_0008
Khulna/khl48.wav,Khulna,train,khu_0020
Khulna/khl480.wav,Khulna,train,khu_0010
Khulna/khl481.wav,Khulna,train,khu_0006
Khulna/khl482.wav,Khulna,train,khu_0010
Khulna/khl483.wav,Khulna,test,khu_0072
Khulna/khl484.wav,Khulna,train,khu_0006
Khulna/khl485.wav,Khulna,test,khu_0072
Khulna/khl486.wav,Khulna,train,khu_0006
Khulna/khl487.wav,Khulna,test,khu_0072
Khulna/khl488.wav,Khulna,test,khu_0072
Khulna/khl489.wav,Khulna,train,khu_0006
Khulna/khl49.wav,Khulna,train,khu_0020
Khulna/khl490.wav,Khulna,test,khu_0072
Khulna/khl491.wav,Khulna,train,khu_0006
Khulna/khl492.wav,Khulna,train,khu_0006
Khulna/khl493.wav,Khulna,train,khu_0006
Khulna/khl494.wav,Khulna,test,khu_0072
Khulna/khl495.wav,Khulna,train,khu_0006
Khulna/khl496.wav,Khulna,train,khu_0006
Khulna/khl497.wav,Khulna,train,khu_0006
Khulna/khl498.wav,Khulna,train,khu_0006
Khulna/khl499.wav,Khulna,train,khu_0005
Khulna/khl5.wav,Khulna,test,khu_0044
Khulna/khl50.wav,Khulna,train,khu_0020
Khulna/khl500.wav,Khulna,train,khu_0006
Khulna/khl501.wav,Khulna,train,khu_0006
Khulna/khl502.wav,Khulna,train,khu_0006
Khulna/khl503.wav,Khulna,train,khu_0006
Khulna/khl504.wav,Khulna,train,khu_0006
Khulna/khl505.wav,Khulna,train,khu_0006
Khulna/khl506.wav,Khulna,train,khu_0006
Khulna/khl507.wav,Khulna,train,khu_0006
Khulna/khl508.wav,Khulna,train,khu_0006
Khulna/khl509.wav,Khulna,train,khu_0006
Khulna/khl51.wav,Khulna,train,khu_0020
Khulna/khl510.wav,Khulna,train,khu_0006
Khulna/khl511.wav,Khulna,train,khu_0006
Khulna/khl512.wav,Khulna,train,khu_0006
Khulna/khl513.wav,Khulna,train,khu_0006
Khulna/khl514.wav,Khulna,train,khu_0022
Khulna/khl515.wav,Khulna,train,khu_0022
Khulna/khl516.wav,Khulna,train,khu_0022
Khulna/khl517.wav,Khulna,train,khu_0022
Khulna/khl518.wav,Khulna,train,khu_0022
Khulna/khl519.wav,Khulna,train,khu_0054
Khulna/khl52.wav,Khulna,train,khu_0020
Khulna/khl520.wav,Khulna,train,khu_0054
Khulna/khl521.wav,Khulna,train,khu_0006
Khulna/khl522.wav,Khulna,train,khu_0006
Khulna/khl523.wav,Khulna,train,khu_0054
Khulna/khl524.wav,Khulna,train,khu_0022
Khulna/khl525.wav,Khulna,train,khu_0054
Khulna/khl526.wav,Khulna,train,khu_0054
Khulna/khl527.wav,Khulna,train,khu_0006
Khulna/khl528.wav,Khulna,train,khu_0006
Khulna/khl529.wav,Khulna,test,khu_0008
Khulna/khl53.wav,Khulna,train,khu_0020
Khulna/khl530.wav,Khulna,test,khu_0049
Khulna/khl531.wav,Khulna,train,khu_0078
Khulna/khl532.wav,Khulna,train,khu_0054
Khulna/khl533.wav,Khulna,train,khu_0054
Khulna/khl534.wav,Khulna,train,khu_0054
Khulna/khl535.wav,Khulna,train,khu_0022
Khulna/khl536.wav,Khulna,train,khu_0022
Khulna/khl537.wav,Khulna,train,khu_0078
Khulna/khl538.wav,Khulna,train,khu_0029
Khulna/khl539.wav,Khulna,train,khu_0022
Khulna/khl54.wav,Khulna,train,khu_0020
Khulna/khl540.wav,Khulna,train,khu_0022
Khulna/khl541.wav,Khulna,train,khu_0006
Khulna/khl542.wav,Khulna,train,khu_0006
Khulna/khl543.wav,Khulna,train,khu_0006
Khulna/khl544.wav,Khulna,train,khu_0022
Khulna/khl545.wav,Khulna,train,khu_0006
Khulna/khl546.wav,Khulna,train,khu_0022
Khulna/khl547.wav,Khulna,train,khu_0022
Khulna/khl548.wav,Khulna,train,khu_0022
Khulna/khl549.wav,Khulna,test,khu_0049
Khulna/khl55.wav,Khulna,train,khu_0020
Khulna/khl550.wav,Khulna,train,khu_0029
Khulna/khl551.wav,Khulna,train,khu_0006
Khulna/khl552.wav,Khulna,train,khu_0017
Khulna/khl553.wav,Khulna,train,khu_0017
Khulna/khl554.wav,Khulna,train,khu_0020
Khulna/khl555.wav,Khulna,train,khu_0020
Khulna/khl556.wav,Khulna,train,khu_0020
Khulna/khl557.wav,Khulna,train,khu_0020
Khulna/khl558.wav,Khulna,train,khu_0020
Khulna/khl559.wav,Khulna,train,khu_0020
Khulna/khl56.wav,Khulna,train,khu_0020
Khulna/khl560.wav,Khulna,train,khu_0020
Khulna/khl561.wav,Khulna,train,khu_0020
Khulna/khl562.wav,Khulna,train,khu_0020
Khulna/khl563.wav,Khulna,train,khu_0020
Khulna/khl564.wav,Khulna,train,khu_0020
Khulna/khl565.wav,Khulna,train,khu_0020
Khulna/khl566.wav,Khulna,train,khu_0020
Khulna/khl567.wav,Khulna,train,khu_0020
Khulna/khl568.wav,Khulna,train,khu_0020
Khulna/khl569.wav,Khulna,train,khu_0020
Khulna/khl57.wav,Khulna,train,khu_0020
Khulna/khl570.wav,Khulna,train,khu_0020
Khulna/khl571.wav,Khulna,train,khu_0020
Khulna/khl572.wav,Khulna,train,khu_0020
Khulna/khl573.wav,Khulna,train,khu_0020
Khulna/khl574.wav,Khulna,train,khu_0020
Khulna/khl575.wav,Khulna,train,khu_0020
Khulna/khl576.wav,Khulna,train,khu_0020
Khulna/khl577.wav,Khulna,train,khu_0020
Khulna/khl578.wav,Khulna,train,khu_0020
Khulna/khl579.wav,Khulna,train,khu_0020
Khulna/khl58.wav,Khulna,train,khu_0020
Khulna/khl580.wav,Khulna,test,khu_0008
Khulna/khl581.wav,Khulna,train,khu_0020
Khulna/khl582.wav,Khulna,train,khu_0020
Khulna/khl583.wav,Khulna,train,khu_0020
Khulna/khl584.wav,Khulna,train,khu_0020
Khulna/khl585.wav,Khulna,train,khu_0015
Khulna/khl586.wav,Khulna,train,khu_0017
Khulna/khl587.wav,Khulna,train,khu_0020
Khulna/khl588.wav,Khulna,train,khu_0020
Khulna/khl589.wav,Khulna,train,khu_0030
Khulna/khl59.wav,Khulna,train,khu_0020
Khulna/khl590.wav,Khulna,train,khu_0020
Khulna/khl591.wav,Khulna,train,khu_0030
Khulna/khl592.wav,Khulna,train,khu_0016
Khulna/khl593.wav,Khulna,train,khu_0020
Khulna/khl594.wav,Khulna,train,khu_0020
Khulna/khl595.wav,Khulna,train,khu_0020
Khulna/khl596.wav,Khulna,train,khu_0020
Khulna/khl597.wav,Khulna,train,khu_0020
Khulna/khl598.wav,Khulna,train,khu_0020
Khulna/khl599.wav,Khulna,train,khu_0020
Khulna/khl6.wav,Khulna,train,khu_0040
Khulna/khl60.wav,Khulna,train,khu_0020
Khulna/khl600.wav,Khulna,train,khu_0020
