relpath,district,split
Khulna/khl24.wav,Khulna,train
Khulna/khl240.wav,Khulna,test
Khulna/khl241.wav,Khulna,test
Khulna/khl242.wav,Khulna,train
Khulna/khl243.wav,Khulna,test
Khulna/khl244.wav,Khulna,train
Khulna/khl245.wav,Khulna,train
Khulna/khl246.wav,Khulna,train
Khulna/khl247.wav,Khulna,train
Khulna/khl248.wav,Khulna,val
Khulna/khl249.wav,Khulna,val
Khulna/khl25.wav,Khulna,train
Khulna/khl250.wav,Khulna,train
Khulna/khl251.wav,Khulna,train
Khulna/khl252.wav,Khulna,train
Khulna/khl253.wav,Khulna,train
Khulna/khl254.wav,Khulna,train
Khulna/khl255.wav,Khulna,train
Khulna/khl256.wav,Khulna,train
Khulna/khl257.wav,Khulna,val
Khulna/khl258.wav,Khulna,train
Khulna/khl259.wav,Khulna,train
Khulna/khl26.wav,Khulna,train
Khulna/khl260.wav,Khulna,val
Khulna/khl261.wav,Khulna,train
Khulna/khl262.wav,Khulna,train
Khulna/khl263.wav,Khulna,train
Khulna/khl264.wav,Khulna,train
Khulna/khl265.wav,Khulna,train
Khulna/khl266.wav,Khulna,train
Khulna/khl267.wav,Khulna,train
Khulna/khl268.wav,Khulna,val
Khulna/khl269.wav,Khulna,test
Khulna/khl27.wav,Khulna,train
Khulna/khl270.wav,Khulna,train
Khulna/khl271.wav,Khulna,train
Khulna/khl272.wav,Khulna,test
Khulna/khl273.wav,Khulna,train
Khulna/khl274.wav,Khulna,train
Khulna/khl275.wav,Khulna,test
Khulna/khl276.wav,Khulna,train
Khulna/khl277.wav,Khulna,train
Khulna/khl278.wav,Khulna,train
Khulna/khl279.wav,Khulna,val
Khulna/khl28.wav,Khulna,train
Khulna/khl280.wav,Khulna,train
Khulna/khl281.wav,Khulna,train
Khulna/khl282.wav,Khulna,val
Khulna/khl283.wav,Khulna,test
Khulna/khl284.wav,Khulna,train
Khulna/khl285.wav,Khulna,val
Khulna/khl286.wav,Khulna,train
Khulna/khl287.wav,Khulna,train
Khulna/khl288.wav,Khulna,train
Khulna/khl289.wav,Khulna,train
Khulna/khl29.wav,Khulna,test
Khulna/khl290.wav,Khulna,val
Khulna/khl291.wav,Khulna,train
Khulna/khl292.wav,Khulna,test
Khulna/khl293.wav,Khulna,test
Khulna/khl294.wav,Khulna,train
Khulna/khl295.wav,Khulna,train
Khulna/khl296.wav,Khulna,train
Khulna/khl297.wav,Khulna,train
Khulna/khl298.wav,Khulna,train
Khulna/khl299.wav,Khulna,train
Khulna/khl3.wav,Khulna,test
Khulna/khl30.wav,Khulna,train
Khulna/khl300.wav,Khulna,test
Khulna/khl301.wav,Khulna,train
Khulna/khl302.wav,Khulna,train
Khulna/khl303.wav,Khulna,train
Khulna/khl304.wav,Khulna,train
Khulna/khl305.wav,Khulna,train
Khulna/khl306.wav,Khulna,train
Khulna/khl307.wav,Khulna,train
Khulna/khl308.wav,Khulna,train
Khulna/khl309.wav,Khulna,train
Khulna/khl31.wav,Khulna,test
Khulna/khl310.wav,Khulna,train
Khulna/khl311.wav,Khulna,test
Khulna/khl312.wav,Khulna,train
Khulna/khl313.wav,Khulna,train
Khulna/khl314.wav,Khulna,val
Khulna/khl315.wav,Khulna,train
Khulna/khl316.wav,Khulna,val
Khulna/khl317.wav,Khulna,train
Khulna/khl318.wav,Khulna,train
Khulna/khl319.wav,Khulna,train
Khulna/khl32.wav,Khulna,train
Khulna/khl320.wav,Khulna,train
Khulna/khl321.wav,Khulna,test
Khulna/khl322.wav,Khulna,train
Khulna/khl323.wav,Khulna,train
Khulna/khl324.wav,Khulna,train
Khulna/khl325.wav,Khulna,train
Khulna/khl326.wav,Khulna,train
Khulna/khl327.wav,Khulna,train
Khulna/khl328.wav,Khulna,train
Khulna/khl329.wav,Khulna,test
Khulna/khl33.wav,Khulna,val
Khulna/khl330.wav,Khulna,train
Khulna/khl331.wav,Khulna,train
Khulna/khl332.wav,Khulna,train
Khulna/khl333.wav,Khulna,train
Khulna/khl334.wav,Khulna,test
Khulna/khl335.wav,Khulna,train
Khulna/khl336.wav,Khulna,test
Khulna/khl337.wav,Khulna,test
Khulna/khl338.wav,Khulna,train
Khulna/khl339.wav,Khulna,train
Khulna/khl34.wav,Khulna,train
Khulna/khl340.wav,Khulna,train
Khulna/khl341.wav,Khulna,val
Khulna/khl342.wav,Khulna,train
Khulna/khl343.wav,Khulna,train
Khulna/khl344.wav,Khulna,train
Khulna/khl345.wav,Khulna,train
Khulna/khl346.wav,Khulna,train
Khulna/khl347.wav,Khulna,train
Khulna/khl348.wav,Khulna,test
Khulna/khl349.wav,Khulna,train
Khulna/khl35.wav,Khulna,train
Khulna/khl350.wav,Khulna,val
Khulna/khl351.wav,Khulna,test
Khulna/khl352.wav,Khulna,train
Khulna/khl353.wav,Khulna,train
Khulna/khl354.wav,Khulna,train
Khulna/khl355.wav,Khulna,train
Khulna/khl356.wav,Khulna,val
Khulna/khl357.wav,Khulna,train
Khulna/khl358.wav,Khulna,train
Khulna/khl359.wav,Khulna,train
Khulna/khl36.wav,Khulna,test
Khulna/khl360.wav,Khulna,train
Khulna/khl361.wav,Khulna,train
Khulna/khl362.wav,Khulna,train
Khulna/khl363.wav,Khulna,train
Khulna/khl364.wav,Khulna,train
Khulna/khl365.wav,Khulna,train
Khulna/khl366.wav,Khulna,train
Khulna/khl367.wav,Khulna,train
Khulna/khl368.wav,Khulna,test
Khulna/khl369.wav,Khulna,train
Khulna/khl37.wav,Khulna,train
Khulna/khl370.wav,Khulna,test
Khulna/khl371.wav,Khulna,train
Khulna/khl372.wav,Khulna,train
Khulna/khl373.wav,Khulna,train
Khulna/khl374.wav,Khulna,train
Khulna/khl375.wav,Khulna,train
Khulna/khl376.wav,Khulna,train
Khulna/khl377.wav,Khulna,train
Khulna/khl378.wav,Khulna,train
Khulna/khl379.wav,Khulna,test
Khulna/khl38.wav,Khulna,test
Khulna/khl380.wav,Khulna,train
Khulna/khl381.wav,Khulna,train
Khulna/khl382.wav,Khulna,train
Khulna/khl383.wav,Khulna,train
Khulna/khl384.wav,Khulna,train
Khulna/khl385.wav,Khulna,train
Khulna/khl386.wav,Khulna,train
Khulna/khl387.wav,Khulna,val
Khulna/khl388.wav,Khulna,test
Khulna/khl389.wav,Khulna,train
Khulna/khl39.wav,Khulna,val
Khulna/khl390.wav,Khulna,train
Khulna/khl391.wav,Khulna,val
Khulna/khl392.wav,Khulna,train
Khulna/khl393.wav,Khulna,train
Khulna/khl394.wav,Khulna,train
Khulna/khl395.wav,Khulna,train
Khulna/khl396.wav,Khulna,train
Khulna/khl397.wav,Khulna,val
Khulna/khl398.wav,Khulna,val
Khulna/khl399.wav,Khulna,train
Khulna/khl4.wav,Khulna,train
Khulna/khl40.wav,Khulna,train
Khulna/khl400.wav,Khulna,train
Khulna/khl401.wav,Khulna,train
Khulna/khl402.wav,Khulna,train
Khulna/khl403.wav,Khulna,train
Khulna/khl404.wav,Khulna,train
Khulna/khl405.wav,Khulna,test
Khulna/khl406.wav,Khulna,test
Khulna/khl407.wav,Khulna,train
Khulna/khl408.wav,Khulna,train
Khulna/khl409.wav,Khulna,train
Khulna/khl41.wav,Khulna,train
Khulna/khl410.wav,Khulna,train
Khulna/khl411.wav,Khulna,train
Khulna/khl412.wav,Khulna,train
Khulna/khl413.wav,Khulna,train
Khulna/khl414.wav,Khulna,train
Khulna/khl415.wav,Khulna,train
Khulna/khl416.wav,Khulna,train
Khulna/khl417.wav,Khulna,val
Khulna/khl418.wav,Khulna,train
Khulna/khl419.wav,Khulna,train
Khulna/khl42.wav,Khulna,train
Khulna/khl420.wav,Khulna,train
Khulna/khl421.wav,Khulna,train
Khulna/khl422.wav,Khulna,test
Khulna/khl423.wav,Khulna,test
Khulna/khl424.wav,Khulna,train
Khulna/khl425.wav,Khulna,train
Khulna/khl426.wav,Khulna,val
Khulna/khl427.wav,Khulna,train
Khulna/khl428.wav,Khulna,val
Khulna/khl429.wav,Khulna,train
Khulna/khl43.wav,Khulna,train
Khulna/khl430.wav,Khulna,train
Khulna/khl431.wav,Khulna,train
Khulna/khl432.wav,Khulna,train
Khulna/khl433.wav,Khulna,train
Khulna/khl434.wav,Khulna,train
Khulna/khl435.wav,Khulna,train
Khulna/khl436.wav,Khulna,train
Khulna/khl437.wav,Khulna,train
Khulna/khl438.wav,Khulna,train
Khulna/khl439.wav,Khulna,train
Khulna/khl44.wav,Khulna,train
Khulna/khl440.wav,Khulna,train
Khulna/khl441.wav,Khulna,train
Khulna/khl442.wav,Khulna,train
Khulna/khl443.wav,Khulna,val
Khulna/khl444.wav,Khulna,train
Khulna/khl445.wav,Khulna,test
Khulna/khl446.wav,Khulna,train
Khulna/khl447.wav,Khulna,train
Khulna/khl448.wav,Khulna,test
Khulna/khl449.wav,Khulna,test
Khulna/khl45.wav,Khulna,train
Khulna/khl450.wav,Khulna,train
Khulna/khl451.wav,Khulna,train
Khulna/khl452.wav,Khulna,train
Khulna/khl453.wav,Khulna,train
Khulna/khl454.wav,Khulna,train
Khulna/khl455.wav,Khulna,train
Khulna/khl456.wav,Khulna,train
Khulna/khl457.wav,Khulna,train
Khulna/khl458.wav,Khulna,train
Khulna/khl459.wav,Khulna,train
Khulna/khl46.wav,Khulna,val
Khulna/khl460.wav,Khulna,train
Khulna/khl461.wav,Khulna,train
Khulna/khl462.wav,Khulna,train
Khulna/khl463.wav,Khulna,train
Khulna/khl464.wav,Khulna,train
Khulna/khl465.wav,Khulna,test
Khulna/khl466.wav,Khulna,train
Khulna/khl467.wav,Khulna,train
Khulna/khl468.wav,Khulna,train
Khulna/khl469.wav,Khulna,train
Khulna/khl47.wav,Khulna,train
Khulna/khl470.wav,Khulna,train
Khulna/khl471.wav,Khulna,val
Khulna/khl472.wav,Khulna,train
Khulna/khl473.wav,Khulna,train
Khulna/khl474.wav,Khulna,test
Khulna/khl475.wav,Khulna,test
Khulna/khl476.wav,Khulna,train
Khulna/khl477.wav,Khulna,val
Khulna/khl478.wav,Khulna,test
Khulna/khl479.wav,Khulna,train
Khulna/khl48.wav,Khulna,train
Khulna/khl480.wav,Khulna,val
Khulna/khl481.wav,Khulna,train
Khulna/khl482.wav,Khulna,val
Khulna/khl483.wav,Khulna,train
Khulna/khl484.wav,Khulna,train
Khulna/khl485.wav,Khulna,train
Khulna/khl486.wav,Khulna,train
Khulna/khl487.wav,Khulna,train
Khulna/khl488.wav,Khulna,val
Khulna/khl489.wav,Khulna,train
Khulna/khl49.wav,Khulna,train
Khulna/khl490.wav,Khulna,test
Khulna/khl491.wav,Khulna,train
Khulna/khl492.wav,Khulna,train
Khulna/khl493.wav,Khulna,train
Khulna/khl494.wav,Khulna,val
Khulna/khl495.wav,Khulna,val
Khulna/khl496.wav,Khulna,test
Khulna/khl497.wav,Khulna,train
Khulna/khl498.wav,Khulna,val
Khulna/khl499.wav,Khulna,train
Khulna/khl5.wav,Khulna,train
Khulna/khl50.wav,Khulna,train
Khulna/khl500.wav,Khulna,train
Khulna/khl501.wav,Khulna,train
Khulna/khl502.wav,Khulna,val
Khulna/khl503.wav,Khulna,train
Khulna/khl504.wav,Khulna,val
Khulna/khl505.wav,Khulna,train
Khulna/khl506.wav,Khulna,train
Khulna/khl507.wav,Khulna,train
Khulna/khl508.wav,Khulna,train
Khulna/khl509.wav,Khulna,train
Khulna/khl51.wav,Khulna,train
Khulna/khl510.wav,Khulna,train
Khulna/khl511.wav,Khulna,val
Khulna/khl512.wav,Khulna,train
Khulna/khl513.wav,Khulna,train
Khulna/khl514.wav,Khulna,train
Khulna/khl515.wav,Khulna,train
Khulna/khl516.wav,Khulna,val
Khulna/khl517.wav,Khulna,train
Khulna/khl518.wav,Khulna,train
Khulna/khl519.wav,Khulna,test
Khulna/khl52.wav,Khulna,train
Khulna/khl520.wav,Khulna,train
Khulna/khl521.wav,Khulna,train
Khulna/khl522.wav,Khulna,train
Khulna/khl523.wav,Khulna,test
Khulna/khl524.wav,Khulna,train
Khulna/khl525.wav,Khulna,train
Khulna/khl526.wav,Khulna,val
Khulna/khl527.wav,Khulna,train
Khulna/khl528.wav,Khulna,test
Khulna/khl529.wav,Khulna,train
Khulna/khl53.wav,Khulna,train
Khulna/khl530.wav,Khulna,train
Khulna/khl531.wav,Khulna,train
Khulna/khl532.wav,Khulna,train
Khulna/khl533.wav,Khulna,train
Khulna/khl534.wav,Khulna,train
Khulna/khl535.wav,Khulna,train
Khulna/khl536.wav,Khulna,train
Khulna/khl537.wav,Khulna,train
Khulna/khl538.wav,Khulna,test
Khulna/khl539.wav,Khulna,train
Khulna/khl54.wav,Khulna,train
Khulna/khl540.wav,Khulna,train
Khulna/khl541.wav,Khulna,train
Khulna/khl542.wav,Khulna,train
Khulna/khl543.wav,Khulna,train
Khulna/khl544.wav,Khulna,train
Khulna/khl545.wav,Khulna,train
Khulna/khl546.wav,Khulna,train
Khulna/khl547.wav,Khulna,train
Khulna/khl548.wav,Khulna,train
Khulna/khl549.wav,Khulna,test
Khulna/khl55.wav,Khulna,train
Khulna/khl550.wav,Khulna,train
Khulna/khl551.wav,Khulna,train
Khulna/khl552.wav,Khulna,train
Khulna/khl553.wav,Khulna,train
Khulna/khl554.wav,Khulna,train
Khulna/khl555.wav,Khulna,train
Khulna/khl556.wav,Khulna,train
Khulna/khl557.wav,Khulna,test
Khulna/khl558.wav,Khulna,train
Khulna/khl559.wav,Khulna,train
Khulna/khl56.wav,Khulna,test
Khulna/khl560.wav,Khulna,train
Khulna/khl561.wav,Khulna,train
Khulna/khl562.wav,Khulna,train
Khulna/khl563.wav,Khulna,train
Khulna/khl564.wav,Khulna,train
Khulna/khl565.wav,Khulna,test
Khulna/khl566.wav,Khulna,train
Khulna/khl567.wav,Khulna,train
Khulna/khl568.wav,Khulna,train
Khulna/khl569.wav,Khulna,test
Khulna/khl57.wav,Khulna,train
Khulna/khl570.wav,Khulna,train
Khulna/khl571.wav,Khulna,train
Khulna/khl572.wav,Khulna,train
Khulna/khl573.wav,Khulna,train
Khulna/khl574.wav,Khulna,train
Khulna/khl575.wav,Khulna,test
Khulna/khl576.wav,Khulna,val
Khulna/khl577.wav,Khulna,train
Khulna/khl578.wav,Khulna,train
Khulna/khl579.wav,Khulna,train
Khulna/khl58.wav,Khulna,test
Khulna/khl580.wav,Khulna,test
Khulna/khl581.wav,Khulna,train
Khulna/khl582.wav,Khulna,val
Khulna/khl583.wav,Khulna,val
Khulna/khl584.wav,Khulna,val
Khulna/khl585.wav,Khulna,train
Khulna/khl586.wav,Khulna,test
Khulna/khl587.wav,Khulna,train
Khulna/khl588.wav,Khulna,train
Khulna/khl589.wav,Khulna,train
Khulna/khl59.wav,Khulna,train
Khulna/khl590.wav,Khulna,train
Khulna/khl591.wav,Khulna,test
Khulna/khl592.wav,Khulna,test
Khulna/khl593.wav,Khulna,test
Khulna/khl594.wav,Khulna,test
Khulna/khl595.wav,Khulna,train
Khulna/khl596.wav,Khulna,train
Khulna/khl597.wav,Khulna,val
Khulna/khl598.wav,Khulna,train
Khulna/khl599.wav,Khulna,train
Khulna/khl6.wav,Khulna,val
Khulna/khl60.wav,Khulna,train
Khulna/khl600.wav,Khulna,train
Khulna/khl601.wav,Khulna,train
Khulna/khl602.wav,Khulna,train
Khulna/khl603.wav,Khulna,train
Khulna/khl604.wav,Khulna,val
Khulna/khl605.wav,Khulna,test
Khulna/khl606.wav,Khulna,train
Khulna/khl607.wav,Khulna,train
Khulna/khl608.wav,Khulna,train
Khulna/khl609.wav,Khulna,train
Khulna/khl61.wav,Khulna,train
Khulna/khl610.wav,Khulna,train
Khulna/khl611.wav,Khulna,test
Khulna/khl612.wav,Khulna,train
Khulna/khl613.wav,Khulna,train
Khulna/khl614.wav,Khulna,val
Khulna/khl615.wav,Khulna,val
Khulna/khl616.wav,Khulna,val
Khulna/khl617.wav,Khulna,train
Khulna/khl618.wav,Khulna,train
Khulna/khl619.wav,Khulna,train
Khulna/khl62.wav,Khulna,train
Khulna/khl620.wav,Khulna,train
Khulna/khl621.wav,Khulna,train
Khulna/khl622.wav,Khulna,train
Khulna/khl623.wav,Khulna,train
Khulna/khl624.wav,Khulna,train
Khulna/khl625.wav,Khulna,train
Khulna/khl626.wav,Khulna,train
Khulna/khl627.wav,Khulna,train
Khulna/khl628.wav,Khulna,train
Khulna/khl629.wav,Khulna,train
Khulna/khl63.wav,Khulna,train
Khulna/khl630.wav,Khulna,train
Khulna/khl631.wav,Khulna,train
Khulna/khl632.wav,Khulna,val
Khulna/khl633.wav,Khulna,val
Khulna/khl634.wav,Khulna,train
Khulna/khl635.wav,Khulna,train
Khulna/khl636.wav,Khulna,test
Khulna/khl637.wav,Khulna,val
Khulna/khl638.wav,Khulna,train
Khulna/khl639.wav,Khulna,train
Khulna/khl64.wav,Khulna,test
Khulna/khl640.wav,Khulna,train
Khulna/khl641.wav,Khulna,test
Khulna/khl642.wav,Khulna,train
Khulna/khl643.wav,Khulna,val
Khulna/khl644.wav,Khulna,train
Khulna/khl645.wav,Khulna,train
Khulna/khl646.wav,Khulna,test
Khulna/khl647.wav,Khulna,train
Khulna/khl648.wav,Khulna,test
Khulna/khl649.wav,Khulna,train
Khulna/khl65.wav,Khulna,train
Khulna/khl650.wav,Khulna,test
Khulna/khl651.wav,Khulna,train
Khulna/khl652.wav,Khulna,train
Khulna/khl653.wav,Khulna,train
Khulna/khl654.wav,Khulna,train
Khulna/khl655.wav,Khulna,train
Khulna/khl656.wav,Khulna,train
Khulna/khl657.wav,Khulna,train
Khulna/khl658.wav,Khulna,train
Khulna/khl659.wav,Khulna,train
Khulna/khl66.wav,Khulna,train
Khulna/khl660.wav,Khulna,train
Khulna/khl661.wav,Khulna,test
Khulna/khl662.wav,Khulna,train
Khulna/khl663.wav,Khulna,train
Khulna/khl664.wav,Khulna,val
Khulna/khl665.wav,Khulna,train
Khulna/khl666.wav,Khulna,test
Khulna/khl667.wav,Khulna,train
Khulna/khl668.wav,Khulna,val
Khulna/khl669.wav,Khulna,val
Khulna/khl67.wav,Khulna,train
Khulna/khl670.wav,Khulna,train
Khulna/khl671.wav,Khulna,test
Khulna/khl672.wav,Khulna,train
Khulna/khl673.wav,Khulna,train
Khulna/khl674.wav,Khulna,train
Khulna/khl675.wav,Khulna,train
Khulna/khl676.wav,Khulna,test
Khulna/khl677.wav,Khulna,train
Khulna/khl678.wav,Khulna,train
Khulna/khl679.wav,Khulna,test
Khulna/khl68.wav,Khulna,test
Khulna/khl680.wav,Khulna,test
Khulna/khl681.wav,Khulna,train
Khulna/khl682.wav,Khulna,train
Khulna/khl683.wav,Khulna,train
Khulna/khl684.wav,Khulna,train
Khulna/khl685.wav,Khulna,train
Khulna/khl686.wav,Khulna,test
Khulna/khl687.wav,Khulna,train
Khulna/khl688.wav,Khulna,train
Khulna/khl689.wav,Khulna,train
Khulna/khl69.wav,Khulna,train
Khulna/khl690.wav,Khulna,train
Khulna/khl691.wav,Khulna,train
Khulna/khl692.wav,Khulna,test
Khulna/khl693.wav,Khulna,train
Khulna/khl694.wav,Khulna,train
Khulna/khl695.wav,Khulna,train
Khulna/khl696.wav,Khulna,train
Khulna/khl697.wav,Khulna,train
Khulna/khl698.wav,Khulna,test
Khulna/khl699.wav,Khulna,val
Khulna/khl7.wav,Khulna,train
Khulna/khl70.wav,Khulna,train
Khulna/khl700.wav,Khulna,test
Khulna/khl701.wav,Khulna,train
Khulna/khl702.wav,Khulna,train
Khulna/khl703.wav,Khulna,train
Khulna/khl704.wav,Khulna,train
Khulna/khl705.wav,Khulna,train
Khulna/khl706.wav,Khulna,train
Khulna/khl707.wav,Khulna,train
Khulna/khl708.wav,Khulna,test
Khulna/khl709.wav,Khulna,train
Khulna/khl71.wav,Khulna,train
Khulna/khl710.wav,Khulna,train
Khulna/khl711.wav,Khulna,train
Khulna/khl712.wav,Khulna,val
Khulna/khl713.wav,Khulna,train
Khulna/khl714.wav,Khulna,train
Khulna/khl715.wav,Khulna,train
Khulna/khl716.wav,Khulna,train
Khulna/khl717.wav,Khulna,train
Khulna/khl718.wav,Khulna,val
Khulna/khl719.wav,Khulna,train
Khulna/khl72.wav,Khulna,val
Khulna/khl720.wav,Khulna,train
Khulna/khl721.wav,Khulna,train
Khulna/khl722.wav,Khulna,test
Khulna/khl723.wav,Khulna,test
Khulna/khl724.wav,Khulna,train
Khulna/khl725.wav,Khulna,train
Khulna/khl726.wav,Khulna,test
Khulna/khl727.wav,Khulna,train
Khulna/khl728.wav,Khulna,train
Khulna/khl729.wav,Khulna,val
Khulna/khl73.wav,Khulna,train
Khulna/khl730.wav,Khulna,train
Khulna/khl731.wav,Khulna,test
Khulna/khl732.wav,Khulna,train
Khulna/khl733.wav,Khulna,train
Khulna/khl734.wav,Khulna,train
Khulna/khl735.wav,Khulna,train
Khulna/khl736.wav,Khulna,train
Khulna/khl737.wav,Khulna,train
Khulna/khl738.wav,Khulna,train
Khulna/khl739.wav,Khulna,train
Khulna/khl74.wav,Khulna,train
Khulna/khl740.wav,Khulna,train
Khulna/khl741.wav,Khulna,train
Khulna/khl742.wav,Khulna,train
Khulna/khl743.wav,Khulna,train
Khulna/khl744.wav,Khulna,test
Khulna/khl745.wav,Khulna,train
Khulna/khl746.wav,Khulna,train
Khulna/khl747.wav,Khulna,val
Khulna/khl748.wav,Khulna,train
Khulna/khl749.wav,Khulna,train
Khulna/khl75.wav,Khulna,val
Khulna/khl750.wav,Khulna,train
Khulna/khl76.wav,Khulna,test
Khulna/khl77.wav,Khulna,train
Khulna/khl78.wav,Khulna,train
Khulna/khl79.wav,Khulna,train
Khulna/khl8.wav,Khulna,test
Khulna/khl80.wav,Khulna,train
Khulna/khl81.wav,Khulna,train
Khulna/khl82.wav,Khulna,train
Khulna/khl83.wav,Khulna,train
Khulna/khl84.wav,Khulna,train
Khulna/khl85.wav,Khulna,train
Khulna/khl86.wav,Khulna,train
